time,P,G(i),H_sun,T2m,WS10m,Int
20150119:0910,3634.09,69.28,11.11,1.52,3.24,0.0
20150119:1010,4090.25,76.6,16.57,2.28,3.59,0.0
20150119:1110,7614.29,128.69,19.9,2.93,3.72,0.0
20150119:1210,4975.24,90.28,20.76,3.4,3.79,0.0
20150119:1310,2026.53,44.68,19.07,3.74,3.52,0.0
20150119:1410,2704.32,55.63,14.99,3.96,3.17,0.0
20150119:1510,1587.07,37.39,8.93,3.69,2.62,0.0
20150119:1610,0.0,0.0,0.0,3.39,2.34,0.0
20150119:1710,0.0,0.0,0.0,2.97,2.07,0.0
20150119:1810,0.0,0.0,0.0,2.48,1.79,0.0
20150119:1910,0.0,0.0,0.0,2.21,1.52,0.0
20150119:2010,0.0,0.0,0.0,1.62,1.52,0.0
20150119:2110,0.0,0.0,0.0,0.86,1.59,0.0
20150119:2210,0.0,0.0,0.0,0.2,1.52,0.0
20150119:2310,0.0,0.0,0.0,-0.73,1.52,0.0
20150120:0010,0.0,0.0,0.0,-1.03,1.31,0.0
20150120:0110,0.0,0.0,0.0,-0.32,0.83,0.0
20150120:0210,0.0,0.0,0.0,-0.17,0.48,0.0
20150120:0310,0.0,0.0,0.0,-0.26,0.28,0.0
20150120:0410,0.0,0.0,0.0,-0.33,0.41,0.0
20150120:0510,0.0,0.0,0.0,-0.26,0.28,0.0
20150120:0610,0.0,0.0,0.0,-0.4,0.14,0.0
20150120:0710,0.0,0.0,0.0,-0.86,0.34,0.0
20150120:0810,7143.71,120.89,4.11,-1.28,0.9,0.0
20150120:0910,14216.83,220.38,11.26,-0.53,0.9,0.0
20150120:1010,7280.33,122.81,16.75,0.26,0.9,0.0
20150120:1110,20897.55,319.6,20.1,1.27,0.76,0.0
20150120:1210,19354.5,299.01,20.98,2.38,0.62,0.0
20150120:1310,12976.62,206.56,19.29,2.88,0.9,0.0
20150120:1410,24780.59,377.88,15.22,2.88,1.45,0.0
20150120:1510,16386.05,257.09,9.16,2.94,1.79,0.0
20150120:1610,0.0,0.0,0.0,2.42,1.45,0.0
20150120:1710,0.0,0.0,0.0,1.65,1.59,0.0
20150120:1810,0.0,0.0,0.0,1.09,1.66,0.0
20150120:1910,0.0,0.0,0.0,-0.19,1.93,0.0
20150120:2010,0.0,0.0,0.0,-0.4,2.07,0.0
20150120:2110,0.0,0.0,0.0,-0.4,2.28,0.0
20150120:2210,0.0,0.0,0.0,-0.45,2.28,0.0
20150120:2310,0.0,0.0,0.0,-0.38,2.07,0.0
20150121:0010,0.0,0.0,0.0,-0.36,1.86,0.0
20150121:0110,0.0,0.0,0.0,-0.49,1.86,0.0
20150121:0210,0.0,0.0,0.0,-0.42,1.93,0.0
20150121:0310,0.0,0.0,0.0,-0.28,2.07,0.0
20150121:0410,0.0,0.0,0.0,-0.36,2.14,0.0
20150121:0510,0.0,0.0,0.0,-0.35,2.28,0.0
20150121:0610,0.0,0.0,0.0,-0.34,2.41,0.0
20150121:0710,0.0,0.0,0.0,-0.86,2.62,0.0
20150121:0810,3512.65,67.18,4.25,-0.65,2.69,0.0
20150121:0910,11032.06,174.86,11.43,0.0,2.48,0.0
20150121:1010,10598.68,170.0,16.93,1.25,2.83,0.0
20150121:1110,21261.11,323.17,20.3,2.51,2.9,0.0
20150121:1210,23783.27,361.77,21.2,3.8,2.97,0.0
20150121:1310,3391.21,66.57,19.52,4.64,2.97,0.0
20150121:1410,10206.27,167.07,15.45,5.04,2.76,0.0
20150121:1510,5086.82,92.45,9.38,4.93,2.21,0.0
20150121:1610,0.0,0.0,0.0,3.99,2.0,0.0
20150121:1710,0.0,0.0,0.0,2.55,2.34,0.0
20150121:1810,0.0,0.0,0.0,1.46,2.41,0.0
20150121:1910,0.0,0.0,0.0,1.27,2.07,0.0
20150121:2010,0.0,0.0,0.0,1.31,1.93,0.0
20150121:2110,0.0,0.0,0.0,0.85,2.07,0.0
20150121:2210,0.0,0.0,0.0,0.68,2.21,0.0
20150121:2310,0.0,0.0,0.0,0.32,2.41,0.0
20150122:0010,0.0,0.0,0.0,0.07,2.55,0.0
20150122:0110,0.0,0.0,0.0,0.11,2.62,0.0
20150122:0210,0.0,0.0,0.0,0.17,2.69,0.0
20150122:0310,0.0,0.0,0.0,0.07,2.69,0.0
20150122:0410,0.0,0.0,0.0,0.17,2.69,0.0
20150122:0510,0.0,0.0,0.0,0.14,2.55,0.0
20150122:0610,0.0,0.0,0.0,0.16,2.62,0.0
20150122:0710,0.0,0.0,0.0,-1.74,2.55,0.0
20150122:0810,3511.13,66.81,4.4,-2.03,2.34,0.0
20150122:0910,19880.49,298.29,11.6,-1.41,2.34,0.0
20150122:1010,41918.05,623.39,17.12,0.15,3.17,0.0
20150122:1110,32074.58,478.54,20.52,1.23,3.03,0.0
20150122:1210,43118.03,650.15,21.43,2.23,2.97,0.0
20150122:1310,22612.13,342.94,19.75,2.87,3.1,0.0
20150122:1410,8571.39,142.34,15.68,3.2,3.31,0.0
20150122:1510,4640.53,85.0,9.61,3.06,3.38,0.0
20150122:1610,0.0,0.0,0.0,2.44,2.9,0.0
20150122:1710,0.0,0.0,0.0,1.6,2.97,0.0
20150122:1810,0.0,0.0,0.0,1.21,3.03,0.0
20150122:1910,0.0,0.0,0.0,0.68,3.24,0.0
20150122:2010,0.0,0.0,0.0,0.36,3.24,0.0
20150122:2110,0.0,0.0,0.0,0.04,3.17,0.0
20150122:2210,0.0,0.0,0.0,-0.3,3.03,0.0
20150122:2310,0.0,0.0,0.0,-0.45,3.03,0.0
20150123:0010,0.0,0.0,0.0,-0.64,3.31,0.0
20150123:0110,0.0,0.0,0.0,-0.81,2.9,0.0
20150123:0210,0.0,0.0,0.0,-0.78,2.69,0.0
20150123:0310,0.0,0.0,0.0,-0.87,2.41,0.0
20150123:0410,0.0,0.0,0.0,-0.84,2.83,0.0
20150123:0510,0.0,0.0,0.0,-1.04,2.76,0.0
20150123:0610,0.0,0.0,0.0,-1.11,2.76,0.0
20150123:0710,0.0,0.0,0.0,-1.47,2.28,0.0
20150123:0810,1116.49,28.76,4.56,-1.3,2.21,0.0
20150123:0910,3257.63,63.1,11.78,-0.7,2.69,0.0
20150123:1010,6212.42,107.04,17.32,-0.12,2.34,0.0
20150123:1110,40443.32,607.74,20.73,0.38,2.07,0.0
20150123:1210,47819.28,731.1,21.66,0.93,1.66,0.0
20150123:1310,47575.64,732.4,19.99,1.3,1.24,0.0
20150123:1410,35126.52,533.99,15.92,1.63,1.17,0.0
20150123:1510,4063.69,75.98,9.84,1.56,1.79,0.0
20150123:1610,0.0,0.0,0.0,1.14,2.28,0.0
20150123:1710,0.0,0.0,0.0,0.64,1.79,0.0
20150123:1810,0.0,0.0,0.0,0.29,1.17,0.0
20150123:1910,0.0,0.0,0.0,-0.01,1.1,0.0
20150123:2010,0.0,0.0,0.0,-0.43,1.66,0.0
20150123:2110,0.0,0.0,0.0,-0.65,2.0,0.0
20150123:2210,0.0,0.0,0.0,-0.79,2.14,0.0
20150123:2310,0.0,0.0,0.0,-0.76,2.21,0.0
20150124:0010,0.0,0.0,0.0,-1.13,2.28,0.0
20150124:0110,0.0,0.0,0.0,-1.41,2.55,0.0
20150124:0210,0.0,0.0,0.0,-1.7,3.03,0.0
20150124:0310,0.0,0.0,0.0,-1.49,3.38,0.0
20150124:0410,0.0,0.0,0.0,-1.43,3.45,0.0
20150124:0510,0.0,0.0,0.0,-1.01,3.93,0.0
20150124:0610,0.0,0.0,0.0,-0.27,4.14,0.0
20150124:0710,0.0,0.0,0.0,0.24,4.41,0.0
20150124:0810,1477.01,35.18,4.72,0.93,4.21,0.0
20150124:0910,6795.33,115.84,11.96,2.28,3.72,0.0
20150124:1010,42995.83,645.21,17.53,4.45,5.03,0.0
20150124:1110,44377.21,666.48,20.96,5.03,5.72,0.0
20150124:1210,36133.71,542.86,21.9,5.2,5.38,0.0
20150124:1310,47876.2,723.01,20.24,5.63,5.59,0.0
20150124:1410,28741.81,434.13,16.17,5.63,5.38,0.0
20150124:1510,15145.84,239.18,10.08,5.4,5.03,0.0
20150124:1610,0.0,0.0,0.0,4.49,4.21,0.0
20150124:1710,0.0,0.0,0.0,3.62,3.86,0.0
20150124:1810,0.0,0.0,0.0,3.09,3.66,0.0
20150124:1910,0.0,0.0,0.0,1.86,3.03,0.0
20150124:2010,0.0,0.0,0.0,1.44,2.76,0.0
20150124:2110,0.0,0.0,0.0,0.86,2.69,0.0
20150124:2210,0.0,0.0,0.0,0.55,2.55,0.0
20150124:2310,0.0,0.0,0.0,0.0,2.48,0.0
20150125:0010,0.0,0.0,0.0,-0.42,2.41,0.0
20150125:0110,0.0,0.0,0.0,-0.53,2.21,0.0
20150125:0210,0.0,0.0,0.0,-0.81,2.14,0.0
20150125:0310,0.0,0.0,0.0,-0.84,2.14,0.0
20150125:0410,0.0,0.0,0.0,-1.15,2.14,0.0
20150125:0510,0.0,0.0,0.0,-1.3,2.07,0.0
20150125:0610,0.0,0.0,0.0,-1.61,2.0,0.0
20150125:0710,0.0,0.0,0.0,-1.85,2.07,0.0
20150125:0810,13814.56,216.33,4.89,-1.67,1.79,0.0
20150125:0910,10039.29,161.27,12.15,-0.07,1.45,0.0
20150125:1010,7860.96,132.34,17.74,2.75,1.66,0.0
20150125:1110,15217.95,239.7,21.19,4.39,1.86,0.0
20150125:1210,16757.96,263.16,22.15,5.86,2.55,0.0
20150125:1310,17588.31,275.1,20.49,6.13,2.76,0.0
20150125:1410,12617.62,203.04,16.42,6.53,3.03,0.0
20150125:1510,12698.07,205.44,10.32,6.45,2.76,0.0
20150125:1610,0.0,4.25,2.69,5.51,1.93,0.0
20150125:1710,0.0,0.0,0.0,4.02,2.14,0.0
20150125:1810,0.0,0.0,0.0,3.03,2.07,0.0
20150125:1910,0.0,0.0,0.0,3.19,1.86,0.0
20150125:2010,0.0,0.0,0.0,3.17,1.93,0.0
20150125:2110,0.0,0.0,0.0,3.4,1.93,0.0
20150125:2210,0.0,0.0,0.0,3.42,1.93,0.0
20150125:2310,0.0,0.0,0.0,3.28,2.28,0.0
20150126:0010,0.0,0.0,0.0,3.52,2.48,0.0
20150126:0110,0.0,0.0,0.0,3.67,2.76,0.0
20150126:0210,0.0,0.0,0.0,4.07,2.83,0.0
20150126:0310,0.0,0.0,0.0,4.36,2.83,0.0
20150126:0410,0.0,0.0,0.0,4.59,2.97,0.0
20150126:0510,0.0,0.0,0.0,4.79,3.1,0.0
20150126:0610,0.0,0.0,0.0,4.98,3.24,0.0
20150126:0710,0.0,0.0,0.0,4.93,2.97,0.0
20150126:0810,152.56,10.03,5.06,4.84,3.03,0.0
20150126:0910,2633.73,54.72,12.35,4.96,3.24,0.0
20150126:1010,9159.61,152.16,17.96,5.33,3.38,0.0
20150126:1110,3842.06,73.87,21.43,5.81,3.38,0.0
20150126:1210,16168.98,254.63,22.4,6.43,3.45,0.0
20150126:1310,9144.43,153.51,20.75,7.2,3.31,0.0
20150126:1410,4102.4,78.43,16.67,7.62,3.59,0.0
20150126:1510,3025.37,61.57,10.57,8.0,3.66,0.0
20150126:1610,34.91,6.8,2.93,8.05,3.66,0.0
20150126:1710,0.0,0.0,0.0,8.03,3.72,0.0
20150126:1810,0.0,0.0,0.0,8.07,4.07,0.0
20150126:1910,0.0,0.0,0.0,8.11,3.93,0.0
20150126:2010,0.0,0.0,0.0,7.67,4.76,0.0
20150126:2110,0.0,0.0,0.0,6.57,4.14,0.0
20150126:2210,0.0,0.0,0.0,5.31,3.59,0.0
20150126:2310,0.0,0.0,0.0,3.98,3.1,0.0
20150127:0010,0.0,0.0,0.0,3.09,2.83,0.0
20150127:0110,0.0,0.0,0.0,2.56,2.69,0.0
20150127:0210,0.0,0.0,0.0,2.76,2.62,0.0
20150127:0310,0.0,0.0,0.0,2.67,2.55,0.0
20150127:0410,0.0,0.0,0.0,2.54,2.34,0.0
20150127:0510,0.0,0.0,0.0,2.48,2.28,0.0
20150127:0610,0.0,0.0,0.0,2.1,2.34,0.0
20150127:0710,0.0,0.0,0.0,2.03,2.21,0.0
20150127:0810,7676.53,130.03,5.24,2.24,2.14,0.0
20150127:0910,22343.44,341.51,12.55,3.42,1.86,0.0
20150127:1010,11927.69,191.57,18.18,4.65,3.03,0.0
20150127:1110,15819.84,248.67,21.67,5.48,3.1,0.0
20150127:1210,9397.18,156.78,22.65,6.18,3.17,0.0
20150127:1310,12172.84,197.13,21.01,6.65,3.17,0.0
20150127:1410,8753.55,147.4,16.93,6.94,2.9,0.0
20150127:1510,13668.83,220.14,10.82,6.77,2.41,0.0
20150127:1610,263.37,12.76,3.16,6.5,2.14,0.0
20150127:1710,0.0,0.0,0.0,5.47,2.14,0.0
20150127:1810,0.0,0.0,0.0,4.69,2.14,0.0
20150127:1910,0.0,0.0,0.0,4.0,2.07,0.0
20150127:2010,0.0,0.0,0.0,3.28,2.14,0.0
20150127:2110,0.0,0.0,0.0,2.44,2.34,0.0
20150127:2210,0.0,0.0,0.0,2.08,2.28,0.0
20150127:2310,0.0,0.0,0.0,1.75,2.28,0.0
20150128:0010,0.0,0.0,0.0,1.52,2.34,0.0
20150128:0110,0.0,0.0,0.0,1.66,2.34,0.0
20150128:0210,0.0,0.0,0.0,2.09,2.48,0.0
20150128:0310,0.0,0.0,0.0,2.46,2.83,0.0
20150128:0410,0.0,0.0,0.0,2.91,3.03,0.0
20150128:0510,0.0,0.0,0.0,3.45,3.38,0.0
20150128:0610,0.0,0.0,0.0,3.82,3.72,0.0
20150128:0710,0.0,0.0,0.0,4.16,3.86,0.0
20150128:0810,1023.89,27.69,5.43,4.52,4.28,0.0
20150128:0910,5342.6,95.85,12.76,4.92,4.62,0.0
20150128:1010,6455.3,112.96,18.41,6.02,6.34,0.0
20150128:1110,2960.1,60.19,21.92,6.6,6.48,0.0
20150128:1210,6059.1,107.61,22.92,6.68,6.62,0.0
20150128:1310,3360.85,66.57,21.27,6.95,6.9,0.0
20150128:1410,2550.24,53.8,17.19,7.38,7.1,0.0
20150128:1510,1502.82,36.48,11.07,7.8,7.17,0.0
20150128:1610,91.84,8.51,3.41,8.1,6.62,0.0
20150128:1710,0.0,0.0,0.0,7.97,6.69,0.0
20150128:1810,0.0,0.0,0.0,6.6,6.0,0.0
20150128:1910,0.0,0.0,0.0,6.22,5.1,0.0
20150128:2010,0.0,0.0,0.0,5.47,4.41,0.0
20150128:2110,0.0,0.0,0.0,4.57,4.0,0.0
20150128:2210,0.0,0.0,0.0,4.05,3.93,0.0
20150128:2310,0.0,0.0,0.0,3.53,3.72,0.0
20150129:0010,0.0,0.0,0.0,2.92,3.59,0.0
20150129:0110,0.0,0.0,0.0,2.59,3.86,0.0
20150129:0210,0.0,0.0,0.0,2.52,4.28,0.0
20150129:0310,0.0,0.0,0.0,2.73,4.83,0.0
20150129:0410,0.0,0.0,0.0,2.87,5.31,0.0
20150129:0510,0.0,0.0,0.0,3.18,5.66,0.0
20150129:0610,0.0,0.0,0.0,3.23,5.66,0.0
20150129:0710,0.0,0.0,0.0,3.46,4.9,0.0
20150129:0810,1620.46,37.92,5.62,3.58,4.9,0.0
20150129:0910,8881.82,146.45,12.97,3.77,5.03,0.0
20150129:1010,7541.42,128.09,18.65,4.34,5.24,0.0
20150129:1110,11788.03,189.84,22.18,5.2,5.38,0.0
20150129:1210,6209.38,109.43,23.18,5.54,5.59,0.0
20150129:1310,12174.36,195.15,21.54,5.24,6.07,0.0
20150129:1410,12304.91,196.56,17.45,4.95,5.24,0.0
20150129:1510,5050.39,91.6,11.33,4.7,4.83,0.0
20150129:1610,0.0,5.1,3.65,4.48,5.03,0.0
20150129:1710,0.0,0.0,0.0,4.28,5.38,0.0
20150129:1810,0.0,0.0,0.0,4.06,6.28,0.0
20150129:1910,0.0,0.0,0.0,4.57,4.83,0.0
20150129:2010,0.0,0.0,0.0,4.05,7.31,0.0
20150129:2110,0.0,0.0,0.0,3.07,6.97,0.0
20150129:2210,0.0,0.0,0.0,2.01,6.41,0.0
20150129:2310,0.0,0.0,0.0,1.28,5.45,0.0
20150130:0010,0.0,0.0,0.0,1.09,4.9,0.0
20150130:0110,0.0,0.0,0.0,0.77,4.48,0.0
20150130:0210,0.0,0.0,0.0,0.61,4.83,0.0
20150130:0310,0.0,0.0,0.0,0.83,5.17,0.0
20150130:0410,0.0,0.0,0.0,0.78,4.9,0.0
20150130:0510,0.0,0.0,0.0,0.81,4.62,0.0
20150130:0610,0.0,0.0,0.0,0.96,4.9,0.0
20150130:0710,0.0,0.0,0.0,0.84,5.24,0.0
20150130:0810,724.09,21.89,5.82,1.19,5.45,0.0
20150130:0910,1333.56,32.83,13.19,2.01,6.07,0.0
20150130:1010,4935.78,89.37,18.89,2.82,5.79,0.0
20150130:1110,10082.56,164.3,22.44,3.43,5.31,0.0
20150130:1210,9610.46,158.12,23.46,4.02,4.9,0.0
20150130:1310,13681.73,216.68,21.82,4.87,4.76,0.0
20150130:1410,24754.03,374.51,17.72,5.0,5.72,0.0
20150130:1510,11664.31,187.9,11.59,4.76,5.45,0.0
20150130:1610,549.52,18.71,3.9,4.03,4.83,0.0
20150130:1710,0.0,0.0,0.0,3.28,3.93,0.0
20150130:1810,0.0,0.0,0.0,2.38,3.24,0.0
20150130:1910,0.0,0.0,0.0,1.22,2.41,0.0
20150130:2010,0.0,0.0,0.0,0.2,2.41,0.0
20150130:2110,0.0,0.0,0.0,-0.23,2.48,0.0
20150130:2210,0.0,0.0,0.0,-0.55,2.62,0.0
20150130:2310,0.0,0.0,0.0,-0.71,2.62,0.0
20150131:0010,0.0,0.0,0.0,-0.75,2.48,0.0
20150131:0110,0.0,0.0,0.0,-0.41,2.34,0.0
20150131:0210,0.0,0.0,0.0,0.37,2.07,0.0
20150131:0310,0.0,0.0,0.0,0.92,1.86,0.0
20150131:0410,0.0,0.0,0.0,1.34,1.93,0.0
20150131:0510,0.0,0.0,0.0,1.34,2.21,0.0
20150131:0610,0.0,0.0,0.0,1.23,2.34,0.0
20150131:0710,0.0,0.0,0.0,1.58,2.48,0.0
20150131:0810,16295.73,254.77,6.03,1.71,2.62,0.0
20150131:0910,37762.53,569.28,13.42,2.46,2.69,0.0
20150131:1010,49432.91,743.64,19.14,3.5,4.69,0.0
20150131:1110,52281.44,788.42,22.7,3.97,5.24,0.0
20150131:1210,6186.61,108.52,23.73,4.22,5.38,0.0
20150131:1310,21897.91,333.74,22.1,4.62,4.9,0.0
20150131:1410,34567.9,520.86,18.0,4.96,4.62,0.0
20150131:1510,307.4,13.68,11.85,4.98,4.14,0.0
20150131:1610,508.53,17.86,4.15,3.66,4.55,0.0
20150131:1710,0.0,0.0,0.0,2.93,4.34,0.0
20150131:1810,0.0,0.0,0.0,2.4,3.79,0.0
20150131:1910,0.0,0.0,0.0,2.34,3.79,0.0
20150131:2010,0.0,0.0,0.0,2.11,3.72,0.0
20150131:2110,0.0,0.0,0.0,1.84,3.79,0.0
20150131:2210,0.0,0.0,0.0,1.77,4.14,0.0
20150131:2310,0.0,0.0,0.0,1.75,4.69,0.0
20150201:0010,0.0,0.0,0.0,1.87,5.24,0.0
20150201:0110,0.0,0.0,0.0,1.73,5.24,0.0
20150201:0210,0.0,0.0,0.0,1.61,5.03,0.0
20150201:0310,0.0,0.0,0.0,1.11,4.76,0.0
20150201:0410,0.0,0.0,0.0,0.75,4.48,0.0
20150201:0510,0.0,0.0,0.0,0.65,4.34,0.0
20150201:0610,0.0,0.0,0.0,0.43,4.14,0.0
20150201:0710,0.0,0.0,0.0,0.86,4.07,0.0
20150201:0810,6361.94,109.82,6.24,1.06,4.0,0.0
20150201:0910,15888.91,244.54,13.65,1.57,3.38,0.0
20150201:1010,15151.92,234.4,19.39,2.3,5.38,0.0
20150201:1110,4811.3,87.54,22.98,2.83,5.03,0.0
20150201:1210,5352.47,95.75,24.02,3.23,5.24,0.0
20150201:1310,2252.71,48.33,22.38,3.8,5.72,0.0
20150201:1410,6872.74,118.46,18.27,4.39,5.17,0.0
20150201:1510,3743.39,71.82,12.11,4.5,5.17,0.0
20150201:1610,267.93,12.76,4.4,4.03,5.66,0.0
20150201:1710,0.0,0.0,0.0,3.37,5.38,0.0
20150201:1810,0.0,0.0,0.0,2.85,4.97,0.0
20150201:1910,0.0,0.0,0.0,2.42,4.28,0.0
20150201:2010,0.0,0.0,0.0,2.13,4.0,0.0
20150201:2110,0.0,0.0,0.0,2.34,3.93,0.0
20150201:2210,0.0,0.0,0.0,2.29,3.72,0.0
20150201:2310,0.0,0.0,0.0,2.48,3.52,0.0
20150202:0010,0.0,0.0,0.0,2.1,3.1,0.0
20150202:0110,0.0,0.0,0.0,1.87,2.76,0.0
20150202:0210,0.0,0.0,0.0,1.67,2.55,0.0
20150202:0310,0.0,0.0,0.0,1.07,2.34,0.0
20150202:0410,0.0,0.0,0.0,0.82,2.14,0.0
20150202:0510,0.0,0.0,0.0,0.3,2.0,0.0
20150202:0610,0.0,0.0,0.0,-0.02,1.86,0.0
20150202:0710,0.0,0.0,0.0,-0.88,1.72,0.0
20150202:0810,10030.19,162.11,6.46,-1.03,1.86,0.0
20150202:0910,7072.36,119.32,13.88,0.21,2.07,0.0
20150202:1010,10861.29,174.16,19.65,1.29,2.83,0.0
20150202:1110,4509.22,82.99,23.25,2.34,2.9,0.0
20150202:1210,17663.45,272.78,24.3,3.03,3.24,0.0
20150202:1310,16507.49,256.37,22.67,3.34,3.24,0.0
20150202:1410,11036.62,178.13,18.55,3.44,3.1,0.0
20150202:1510,2770.35,56.54,12.38,3.27,2.76,0.0
20150202:1610,683.86,21.26,4.66,2.82,2.07,0.0
20150202:1710,0.0,0.0,0.0,1.99,1.66,0.0
20150202:1810,0.0,0.0,0.0,1.03,1.59,0.0
20150202:1910,0.0,0.0,0.0,-0.33,1.66,0.0
20150202:2010,0.0,0.0,0.0,-1.32,1.66,0.0
20150202:2110,0.0,0.0,0.0,-1.73,1.52,0.0
20150202:2210,0.0,0.0,0.0,-1.7,1.31,0.0
20150202:2310,0.0,0.0,0.0,-1.31,1.03,0.0
20150203:0010,0.0,0.0,0.0,-0.87,0.83,0.0
20150203:0110,0.0,0.0,0.0,-0.64,0.62,0.0
20150203:0210,0.0,0.0,0.0,-0.95,0.76,0.0
20150203:0310,0.0,0.0,0.0,-1.54,0.9,0.0
20150203:0410,0.0,0.0,0.0,-1.68,0.9,0.0
20150203:0510,0.0,0.0,0.0,-1.78,0.9,0.0
20150203:0610,0.0,0.0,0.0,-1.87,0.9,0.0
20150203:0710,0.0,0.0,0.0,-2.32,1.17,0.0
20150203:0810,17441.06,268.23,6.68,-2.28,1.17,0.0
20150203:0910,35499.95,534.65,14.13,-0.55,1.1,0.0
20150203:1010,46504.69,712.01,19.91,0.96,1.38,0.0
20150203:1110,27094.02,409.67,23.54,1.83,1.93,0.0
20150203:1210,18586.39,286.28,24.6,2.69,2.55,0.0
20150203:1310,23350.64,354.79,22.96,3.17,3.1,0.0
20150203:1410,16549.24,256.79,18.84,3.4,3.1,0.0
20150203:1510,11819.91,189.61,12.65,3.08,2.76,0.0
20150203:1610,866.78,24.67,4.91,2.66,2.34,0.0
20150203:1710,0.0,0.0,0.0,1.69,2.41,0.0
20150203:1810,0.0,0.0,0.0,0.8,2.62,0.0
20150203:1910,0.0,0.0,0.0,-0.03,2.62,0.0
20150203:2010,0.0,0.0,0.0,-0.59,2.69,0.0
20150203:2110,0.0,0.0,0.0,-0.96,2.76,0.0
20150203:2210,0.0,0.0,0.0,-1.4,2.83,0.0
20150203:2310,0.0,0.0,0.0,-1.59,2.9,0.0
20150204:0010,0.0,0.0,0.0,-1.5,2.97,0.0
20150204:0110,0.0,0.0,0.0,-1.54,3.03,0.0
20150204:0210,0.0,0.0,0.0,-1.6,3.03,0.0
20150204:0310,0.0,0.0,0.0,-1.38,3.31,0.0
20150204:0410,0.0,0.0,0.0,-0.74,3.79,0.0
20150204:0510,0.0,0.0,0.0,-0.56,4.21,0.0
20150204:0610,0.0,0.0,0.0,-0.53,3.93,0.0
20150204:0710,0.0,0.0,0.0,-0.65,4.21,0.0
20150204:0810,18239.53,279.14,6.91,-0.75,3.52,0.0
20150204:0910,34652.9,510.91,14.38,-0.38,4.0,0.0
20150204:1010,47086.84,694.68,20.18,0.88,5.66,0.0
20150204:1110,52972.89,788.32,23.82,2.05,6.07,0.0
20150204:1210,56994.07,855.07,24.89,3.38,6.41,0.0
20150204:1310,52093.21,781.57,23.26,3.89,6.0,0.0
20150204:1410,41291.12,617.61,19.13,4.38,5.86,0.0
20150204:1510,25163.89,383.32,12.93,4.28,4.9,0.0
20150204:1610,9540.63,166.81,5.17,3.89,4.0,0.0
20150204:1710,0.0,0.0,0.0,2.81,3.38,0.0
20150204:1810,0.0,0.0,0.0,1.34,3.31,0.0
20150204:1910,0.0,0.0,0.0,1.21,3.72,0.0
20150204:2010,0.0,0.0,0.0,1.24,3.86,0.0
20150204:2110,0.0,0.0,0.0,1.21,3.86,0.0
20150204:2210,0.0,0.0,0.0,1.08,3.66,0.0
20150204:2310,0.0,0.0,0.0,1.2,3.66,0.0
20150205:0010,0.0,0.0,0.0,1.32,3.72,0.0
20150205:0110,0.0,0.0,0.0,1.0,3.79,0.0
20150205:0210,0.0,0.0,0.0,0.57,3.93,0.0
20150205:0310,0.0,0.0,0.0,0.28,4.07,0.0
20150205:0410,0.0,0.0,0.0,-0.2,4.0,0.0
20150205:0510,0.0,0.0,0.0,-0.51,4.0,0.0
20150205:0610,0.0,0.0,0.0,-0.72,4.07,0.0
20150205:0710,0.0,0.0,0.0,-1.14,3.24,0.0
20150205:0810,12862.77,201.64,7.14,-1.35,3.38,0.0
20150205:0910,35382.3,520.17,14.63,-1.0,4.0,0.0
20150205:1010,48320.22,715.53,20.46,-0.02,4.48,0.0
20150205:1110,56157.65,840.45,24.12,1.23,5.03,0.0
20150205:1210,46573.0,691.96,25.2,2.3,5.86,0.0
20150205:1310,17224.75,264.69,23.56,2.78,5.72,0.0
20150205:1410,7138.4,121.56,19.42,2.78,5.38,0.0
20150205:1510,5846.58,102.59,13.2,2.7,5.79,0.0
20150205:1610,120.68,9.12,5.43,2.14,4.69,0.0
20150205:1710,0.0,0.0,0.0,0.97,4.55,0.0
20150205:1810,0.0,0.0,0.0,0.16,4.97,0.0
20150205:1910,0.0,0.0,0.0,-0.67,5.17,0.0
20150205:2010,0.0,0.0,0.0,-1.04,5.24,0.0
20150205:2110,0.0,0.0,0.0,-1.09,5.45,0.0
20150205:2210,0.0,0.0,0.0,-1.32,5.59,0.0
20150205:2310,0.0,0.0,0.0,-1.64,5.66,0.0
20150206:0010,0.0,0.0,0.0,-1.96,5.72,0.0
20150206:0110,0.0,0.0,0.0,-2.25,5.86,0.0
20150206:0210,0.0,0.0,0.0,-2.34,5.86,0.0
20150206:0310,0.0,0.0,0.0,-2.43,5.79,0.0
20150206:0410,0.0,0.0,0.0,-2.53,5.93,0.0
20150206:0510,0.0,0.0,0.0,-2.64,6.0,0.0
20150206:0610,0.0,0.0,0.0,-2.76,6.0,0.0
20150206:0710,0.0,0.0,0.0,-2.63,5.86,0.0
20150206:0810,17184.52,260.95,7.38,-2.45,5.17,0.0
20150206:0910,31778.57,462.67,14.89,-1.61,6.0,0.0
20150206:1010,44535.84,648.51,20.74,-0.55,6.83,0.0
20150206:1110,53252.96,781.71,24.41,0.82,7.72,0.0
20150206:1210,28887.54,426.96,25.5,1.66,7.52,0.0
20150206:1310,22425.41,336.34,23.87,2.33,7.66,0.0
20150206:1410,17506.34,266.94,19.71,2.31,7.59,0.0
20150206:1510,18559.07,282.97,13.48,2.17,7.38,0.0
20150206:1610,9396.42,161.82,5.7,1.67,6.34,0.0
20150206:1710,0.0,0.0,0.0,0.74,5.93,0.0
